Rating,Review,Score,Sentiment
1,received one didnt work not readable on my mac or my win pc tried another retail packaging and is raw format and although my galaxy s sees it it wont write or format and the computers dont pick it up eithertaking the other persons star review and trying a class cant afford to lose data not that i can write to these anyway both went back,"{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.7234}",positive
1,if your card gets hot enough to be painful it is defective and you need to contact sandiskfrom my experience the larger micro sds run hot on format and writing but not to the pain thresholdi purchased one of these cards to use in a camera and android tablet great read speed but write speed was okay used card for about two weeks and then all my files disappeared tried to format the card and three different computers with xp windows and linux couldnt format it the camera and tablet couldnt format it i rmad it and got another because sandisk is a good brand i did notice that when formatting or writing the card it got hot very hotsecond card didnt last hours and had the exact same symptoms as the first card write a file or format it resulted in the card getting hot enough to reach the pain threshold i called up sandisk and while explaining this was the second card id received with the exact same symptoms when i mentioned it getting hot they immediately issued me an rma they said they were told to issue an rma the moment they heard a card ran hotsmaller sandisk micro sds or regular sds i have or use dont do this i think sandisk has an issue with this cardthe last digits of the part number refer to the date code and origin of the card both cards had different date and origin codes,"{'neg': 0.024, 'neu': 0.878, 'pos': 0.097, 'compound': 0.9623}",positive
1,does not work i have a card purchased at best buy that looks identical side by side but transferring music onto the best buy purchased card was extremely fast meg albums transferred in to seconds on these cards a meg album was at minutes remaining with less than a quarter of the album transferred i bought two so i figured maybe a bad card tried the other same thing extremely slow wonder if they are even real,"{'neg': 0.064, 'neu': 0.832, 'pos': 0.104, 'compound': 0.5031}",positive
1,card is good i ordered one before and it performs as one would expect so i ordered another it took much longer to attempt get the second one so i wrote and got a refund seller nmicro technology was not the same as the first,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4404}",neutral
1,the unit shows bytes in a pc or the phone it keeps dismounting also i got a replacement and it did the same thing not sure what is going on but it looks like a chinese counterfeit case i have seen this happen more and more lately amazon seems to be a major portal for these hings it makes sense with a such a large retailer they cant check everything,"{'neg': 0.022, 'neu': 0.891, 'pos': 0.086, 'compound': 0.6412}",positive
1,had it in my samsung tablet and it went bad after months wont let me reformat or read it or do anything with it money down the drain,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5423}",negative
1,i got the micro sdcard gig i reformated to fat and works very well on my galaxy s i with no problems at all thanksdedit after months of using this memory card now i tried to format it but it wouldnt i tried about different methods and none of them worked i wouldnt recommend buying this one sandisk ultra gb microsdxc class uhs memory card speed up to mbs with adapter frustrationfree packaging sdsdqugaffpa avoid buying it or you will experience problems in half a year,"{'neg': 0.145, 'neu': 0.836, 'pos': 0.02, 'compound': -0.868}",negative
1,i purhased this thinking i was getting an amazing deal the price was right the product was not after a few months i am unable to delete or add files pics or music to this microsd card i am only using gb of space on it i cannot add anything nor delete anything it wont even allow me to format it and start fresh i am not happy with this product and extremely disappointed i use my phone a lot and store music and pictures on my phone for various purposes i would recommend buying another gb microsd card one that is more reliable,"{'neg': 0.077, 'neu': 0.841, 'pos': 0.082, 'compound': 0.1388}",neutral
1,ordered this from amazon and was expecting it to work perfectly like my other gb sandisk in my galaxy s however i was really disappointed that upon placing it in my note edition the card become unrecognizable i tried reformatting on the computer on the phone and yet no prevail it could be the firmware or current update of android but the point is that if other companies can make a card that works why not do the same maybe i got a bad batch who knowsi went ahead and ordered the gskill microsd card and now its working perfectly im s,"{'neg': 0.079, 'neu': 0.814, 'pos': 0.106, 'compound': 0.4503}",neutral
1,i really want to like these and i do trust sandisk more than other manufacturers of memory cards that said im moving on to my rd card thank you amazon for having exceptional customer service or else id be very upsetbasically this card will suddenly not allow writing to it anymore you cant save files to it you cant delete files from it and you cant event format it ive tried doing all three in different oses and devices with no luck doing some reading on the sandisk forums this seems to be happening a lot with these cardsim returning this to amazon and trying my luck with a different brand to see what happens,"{'neg': 0.052, 'neu': 0.793, 'pos': 0.155, 'compound': 0.9014}",positive
1,randomly erases all my data and asks me to format card on my unmodified unrooted sprint galaxy siii i dont know how scandisk is selling thesei trusted the brand and it didnt work,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4767}",neutral
1,i had this for my smart phone and it kept dismounting itself i did some research and found out that there are others experiencing the same problem so i returned this and got transcend instead transcend works fine with no problem,"{'neg': 0.169, 'neu': 0.732, 'pos': 0.1, 'compound': -0.4767}",neutral
1,this card was used in a phone without a large amount of write stress which does shorten the life of the card it was not written to over and over in the phonethe card is now totally unwriteable on a mac a linux machine or the phone writes all seem to succeed but even lowlevel reformats dont actually do anything the exact same files are there after every change untouchable and frozen forever months of use out of a memory card and then a really weird failure like this neither the mac linux machine or phone reports any error is not acceptable quality from sandisk,"{'neg': 0.135, 'neu': 0.814, 'pos': 0.051, 'compound': -0.8592}",negative
1,i have had this for months and the sd card already stopped deleting files and keeping pictures i have tried reformatting and nothing helps not coolupdate april i contacted sandisk and i am sending the problematic card back for warranty replacement i hope this will resolve the issue with the card i will keep you updated once the process is complete,"{'neg': 0.112, 'neu': 0.8, 'pos': 0.088, 'compound': -0.124}",neutral
1,this card failed after weeks of use i have the same problem with their ssd failed on me after months,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.8519}",negative
1,ive had the card for over a month using it in my samsung galaxy note i filled the card with a few tv shows and movies to watch on the go as well as many pdfs and ms word docsthe ms word and pdf files often get corrupted after use the larger files seem to stay intact i moved the smaller files into the internal storage and havent had problem sinceim hoping sandisk has a decent return policy,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.7881}",positive
1,no way to format it i even downloaded programs that claimed were able to format it after wasting about hours i decided to give up and send it back the seller should format them before sending them even if they would charge extra it would be well worth it instead of the hassle of downloading programs and wasting time trying and sending it back after hours of frustration,"{'neg': 0.143, 'neu': 0.803, 'pos': 0.054, 'compound': -0.7717}",negative
1,i was better off with my gig card this thing was nothing but problems the phone does not see it half the time and it is slow the phone keeps asking to re format it i got it to see the card after a reboot it is still slowi will be buying the samsung gig card for my samsung galaxy note i have seen good things from samsung,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.8265}",positive
1,bought of these for the wifes my android phone when hers failed after months we figured it was just luck of the draw now mine failed after just over months losing a bunch of photos videos i made sure to back up every few weeks but even so we just lost a bunch of photos of our month newbornclearly sandisk had a bad batch with this lot and as the return policy is horrible i wont be buying any more sandisk no matter how cheap when we bought them on sale around january they were over half the price of similar sd cards again sandisk clearly knew they had a bad batch shame on them for dumping them on the customer no matter how cheapwhile i would presumed they would have solved the problem in production buy at your own risk sandisk will sell product with ridiculous failure rateedit after submitting my review i did some more research on other sites and the low star reviews here sandisk is so clearly guilty of selling a defective product from the batch about months ago which as i said before is when they put them on a super discount sale they knew what they were doing and they are thumbing their nose at customers who just fell outside warrantee like myselfto knowingly sell your customer something that is going to fail at an unacceptable rate and then ignore them because it failed a little bit outside warrantee is just bad faith i beg people considering buying this product to not do so and thumb up the reviews warning of failures it is only when companies lose sales do they reconsider not screwing their customers like thispersonally i have bought several sandisk thumb drives compactflash cards and a sandisk mp player the thumb drives were ok but i wouldnt buy another mp player from them it was buggy as hell up until now i had an overall neutral to favorable opinion of them not anymoreif you think i am overreacting please just skim through a few pages submitted in springtime of there is at least one or more months and it failed reviews per page,"{'neg': 0.233, 'neu': 0.669, 'pos': 0.098, 'compound': -0.9967}",negative
1,losing pictures video and tunes after months on a samsung galaxy note stock android looks like this is a common problem i will try my luck with sandisk on monday if i dont get a replacement i will never buy a sandisk product again i paid the premium for sandisk quality i am very disappointedupdatesandisk will be providing a replacement sd card however my data loss and downtime cannot be replaced sandisk lost their premium rating in my eyes its going to take a while for them to get it back,"{'neg': 0.111, 'neu': 0.828, 'pos': 0.062, 'compound': -0.5267}",negative
1,used for two months in samsung galaxy fizzled then failed i have never experienced a memory card or or flash drive failure until this sandisk ultra gb will purchase a different brand next time return for refund or replacement is not allowed,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.765}",negative
1,bought october th passed away december rd ripi didnt really even use it because of the built in storage on my gs i had about gb of music and movies on it but only for when i was unexpectedly bored and without my zunehd on to the next brand i guess,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.3919}",neutral
1,this does not appear to work with the samsung galaxy s it worked for a few weeks then my phone started giving me unexpected unmounted sd card error messages after a bit of searching people seem to agree that the s and sandisk micro sd cards do not work together,"{'neg': 0.053, 'neu': 0.85, 'pos': 0.097, 'compound': 0.296}",neutral
1,i purchased a gb samsung sd card to expand the memory of the phonehowever i frequently get a message that the card has been removed or is recoveringsometimes the problem clears itself other times i have to reboot the phoneit also says mtp application will restart to prepare sd card it then starts listing the restartingrecovering sd cardi eventually replaced it with a sandisk gb microsd hd card from walmart and it is operating finei have been reading a lot about people having issues with the gb sandisk cards and the galaxy si wish i had done more research before wasting on what i thought was a good buy,"{'neg': 0.053, 'neu': 0.862, 'pos': 0.085, 'compound': 0.3687}",neutral
1,i put this in my galaxy note ii and put a bunch of music and pdfs on it i also used it to save videos and photos it worked well for about months then on christmas day today it said that there was an error reading the card and the card was now blank my phone no longer recognizes the card and even putting it into its adapter and sticking it in the sdhc reader of my laptop doesnt workif this is sandisk quality then i am not impressed i am going to have to deal with their warranty replacement but id rather have a refund than get another card that might fail after months,"{'neg': 0.086, 'neu': 0.883, 'pos': 0.031, 'compound': -0.7451}",negative
1,do not buy card failed on the third usage kicker not to my favoris you only have about months to return this card for a full refundthen its a pro rated rated deal when you send it back to amamzon inlexington kythe failed card was in a gopro white edition needless to say a camera thatwas purchased for summer outdoor usage in november is going to sit for quite awhile before you have time to get your money back card sat all winter and failedtowards the end of april months lag to get a decent even pro rated refundout of all the items i bought from amazon this is my only bad experience gigs crammed on a tiny micro sd card is too much ill stick with thesmaller gigs until this technology is meant to lastrefund update once again amazon did the right thing anbd refunded full purchase pricefor the dead gig amazon is where i shop for reasons i live miles frombig box stores and they always make things right with no muss no fussi replaced the dead card with amazon brand micro gig sd micro cardi have purchased amazon branded sd cards before and they work just as good as anynot to mention the cost savings,"{'neg': 0.098, 'neu': 0.827, 'pos': 0.076, 'compound': -0.8358}",negative
1,i get randomly error messages with my nokia disk error and the card stops working its so so sad i bought a cheap gb micro sd class that works better than this,"{'neg': 0.297, 'neu': 0.628, 'pos': 0.076, 'compound': -0.8146}",negative
1,i wish i could say this card was great been waiting for it for around a year and a half whilst using the gb one also sandisk which never gave me issues sadly i lost it this card confused the heck out of me i used it on my s and first off it wouldnt recognize it tried it on my gfs s and same problemapparently it comes formatted as exfat and thought maybe reformatting it as fat would solve the problem well i thought it did since my phone finally recognized it upon inserting it a new problem arose though i started taking pictures to try it out and odd thing was some of the pictures became corrupted not even viewable on the phone seconds after taking them some worked others notlater on i restarted my phone for some reason or other a while later i wanted to check the pictures again and surprise surprise everything was gone id find out later that every time i restarted my phone everything on the card was being deleted tried it on my gfs phone and same thing happenedtried reformatting again as fat using gparted couldnt hurt and it just throws errors upon starting the write sequencetoo bad i cant return it as i had it shipped to me in guatemala so thats down the toilet i have to buy a new one now but i think ill go for the new samsung evo ones although they dont offer a gb model as of this writing bummer,"{'neg': 0.086, 'neu': 0.865, 'pos': 0.049, 'compound': -0.8505}",negative
1,i ran several tests both on my computer and my phone it wrote at mb and read at about to depeneding on its mood i bought this to replace a generic gb class card that i lost so dang small i droped it and could not find it that card actual wrote at to mb and read at mb i went with sandisk because my phone came with a class that performs more like a class what a waste of time refunded this item,"{'neg': 0.064, 'neu': 0.901, 'pos': 0.035, 'compound': -0.3197}",neutral
1,yeah ultra hot i could not get any of my devices to recognize this card when i finally was using a usd reader i tried to format it it wouldnt format and burned my fingers when i removed it others have also posted this maybe they are not all bad but many are perhaps they are counterfeit i dont know but the hassle of having to return it isnt worth the you may save,"{'neg': 0.027, 'neu': 0.867, 'pos': 0.106, 'compound': 0.7028}",positive
1,ive only had this memory card for weeks and it not only has recently started resetting it intermittently loses contact with my cell phone and the memory is lost erasing everything on it now i find out my return date has past and im stuck with a peice of s memory card that i cant do a damn thing about thanks a lot for nothing i will never buy direct from here againalso i didnt realize i was supposed to have an adapter too wow where the heck is that at,"{'neg': 0.072, 'neu': 0.83, 'pos': 0.098, 'compound': 0.52}",positive
1,this card does not work on droid razr phones whenever i try to transfer files on the card it makes the phone freeze completely i have tried every possibility to get this to work but this type of card is worthless because it does not work due to its high capacity on phones every workaround i have tried to get this card to work it still causes my phone to freeze,"{'neg': 0.054, 'neu': 0.912, 'pos': 0.034, 'compound': -0.5346}",negative
1,this card worked in my galaxy s right off the bat i did not need to format it or anything after about weeks i was watching a video on my phone and it locked up then the phone showed that the card was damaged now i am unable to copy anything over mb to or from the card viewing photos from the gallery also locks up the phone amazon customer service is great however they sent me a new card i will update my review after i am able to use the new one for at least a month without any errorsupdateafter having the second card for a few weeks it also had the same issues even worse the card was completely unreadable after it locked up the card showed about gb of data being used but could not be accessed via the phone or in a computer sent this one back and will be going back to my trusty gb card,"{'neg': 0.025, 'neu': 0.923, 'pos': 0.052, 'compound': 0.6369}",positive
1,not good repeatedly self ejects from new galaxy s returned for exchange or refundbought two one works well but one doesnt i guess is defectivei have two gal sis why i bought,"{'neg': 0.056, 'neu': 0.892, 'pos': 0.051, 'compound': -0.0395}",neutral
1,i bought this to be able to load more music into my verizon lg android phone i spent hours adding music to the card then i put it into my android phone the phone did not read anything on the memory card the other memory cards gb and gb worked fine so it must be a flaw in this memory card also this memory card got stuck in my android phones slot i had to use a utility knife with a very very thin blade to pull out this card,"{'neg': 0.024, 'neu': 0.955, 'pos': 0.021, 'compound': -0.0516}",neutral
1,theres a lot of counterfeits on these and i apparently picked up a bum card from memorywhiz my device shows me theres a gb of space there it just is impossible to gain access to it rather the sdcard folder is found on my devices internal memory the memory that came with the device i even downloaded some apps that were supposed to read and write from my sdcard but they work even when i unmount the card and remove it so check out these cards thoroughly when you buy them and make sure theyre what they say they are naturally sandisk isnt going to stand by a counterfeit,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.631}",positive
1,i would not recommend this card if your looking for real class write speeds the most i could get is mbs from this card but for the most part it was about mbs i even did a slow format to exfat in windows with no improvements i copied over music pics and movies to test it out ranging from a couple of mb to over a gb the read speeds were pretty good at around mbs though i popped in a gb class transcend sd card and it consistently got mbs write speeds and mbs read speeds so in conclusion i think this card is not really a class too bad i read all the negative star reviews after the fact but i will be sending this one back,"{'neg': 0.108, 'neu': 0.81, 'pos': 0.082, 'compound': -0.5347}",negative
1,worked great in my galaxy s and died about months later what a waste of a lot of money,"{'neg': 0.272, 'neu': 0.553, 'pos': 0.174, 'compound': -0.3182}",neutral
1,got this product and it was fine until it just stopped workingthe last one i had that came with my droid x on release day worked for the whole time since i got it without a hitchi get this one and its dead in less than daysi dont know if i got a lemon myself or the whole supply is bad or faulty all i have to say is i am very displeased,"{'neg': 0.2, 'neu': 0.776, 'pos': 0.024, 'compound': -0.9245}",negative
1,with all the great reviews on this card i picked this up for my samsung galaxy s iii popped in the card and i was happy taking pictures saving files and living lifefast forward two months later and all of a sudden the card stops functioning my phone wont read it any more my computer wont read it either submitted a ticket to sandisk hopefully i can get a replacement that actually worksthank goodness i saved all my photos on dropbox,"{'neg': 0.019, 'neu': 0.789, 'pos': 0.192, 'compound': 0.9403}",positive
1,i still own it but card went bad after weeks of owning it lost tons of music and data ect and lost all faith in sandisk products i tried to get it replaced or money back but no return email from seller so unhappy i lost over gigs of moviesmusic and data wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it,"{'neg': 0.301, 'neu': 0.606, 'pos': 0.094, 'compound': -0.9701}",negative
1,this card no longer is readable by three different phones after only six months of very light usage very few pictures had been saved to the card where it was never taken in or out of the phone before it showed signs of dying thus the death was not caused by excessive handling of the card,"{'neg': 0.099, 'neu': 0.856, 'pos': 0.045, 'compound': -0.5106}",negative
1,this is a piece of crap this is my rd card in months this is ridiculousdo not buy this crap,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.6369}",negative
1,although amazon claim it is a c ultra fast memory card it actually has much slower write speed than other c microsd card it only scores about of the normal speed for example i have tested it against my old maxell c hc microsd card the test was done by writing the same mb random data from dram to empty microsd card through a usb card reader the resulting time was the average value from tests of each devicesandisk ultra gb cuhs ms means mbsmaxell c hc ms means mbsthe speed is completely unacceptable for a class claim lower than mbs the lowest boundary of class device even the overadvertisement of sd card speeds are common claiming mbs for actual mbs it is almost a scam some class card will beat this class card,"{'neg': 0.098, 'neu': 0.871, 'pos': 0.03, 'compound': -0.8481}",negative
1,i bought two cards for tablets the first wouldnt format so i bought another gskill class the second worked but only for minutes then error or freeze i thought it may have been the tablets however the gskill worked in bothso i called amazon the customer service was excellent there may have been a problem with one of their vendorsthey shipped out two new cards with saturday delivery it was implied through lengthy conversation with the amazon agent that there were numerous problems with a particular companyvendorlesson do not hesitate to call and return if you get a card that seems to have any troubles out of the packi was surprised that my initial review was removed from amazonso i am leaving another about the return ii tried everything to fix these cards fat ntfs and the newest exfat there are definitely some damaged cards out there so be wary and do not hesitate to call customer service,"{'neg': 0.105, 'neu': 0.777, 'pos': 0.118, 'compound': -0.1798}",neutral
1,i purchased sandisk because i thought it was the most reliable name brand out there i have a galaxy s and purchased this gb card to handle all my photos and movies id say over the last months i havent been using the storage for more than just photos and the occasional movie the device just failed on me yesterday losing all my photos and files thank goodness for dropbox autophoto upload otherwise i would of permanently lost my photosi actually went back to the amazon branded microsd card gb which is about as fast and so far way more reliable than sandisk i cant beleive a sandisk card failed im probably going to rma the unit and hope they send me a better unit you can guarantee that im going to burn in the card to make sure theres no errorsi gave it one star because you think you pay a premium for a premium product you expect it to be as near flawless as possible,"{'neg': 0.085, 'neu': 0.798, 'pos': 0.117, 'compound': 0.6705}",positive
1,had the gb sd card for a months before it died on me tried to swap it out and said warranty was only days long last sandisk product i ever buy,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.5574}",negative
1,i have lost my data times with this card i dont know if its the card or the s my data always ends up as unrecoverable pieces in the lostdir directory the phone creates the first time you insert the card i dont trust it to hold anything i cant afford to looseupdate i purchased akingston digital gb microsdhc flash memory card sdcgblast week as a replacement it hasnt lost any data yet ill update here again if it has the same issueupdate thekingston digital gb microsdhc flash memory card sdcgbhas been in my phone for months with no data loss it is the better product,"{'neg': 0.132, 'neu': 0.823, 'pos': 0.045, 'compound': -0.8226}",negative
1,spent over and the thing came fast and didnt work neither my computer nor my phone could read it or format it i have had plenty of memory cards so i know to unmount it with software odds are yours will be fine mine sucked,"{'neg': 0.066, 'neu': 0.895, 'pos': 0.039, 'compound': -0.296}",neutral
1,i guess i should be happy it failed after only month because i only lost months worth of pictures etc i bought of these cards for my wife son and i my wifes had a minor glitch which went away with a reboot mine had a minor glitch this morning so i expected the reboot to fix it no a reboot caused my motorola defy xt to tell me the card was blank and needed to be formatted my laptop wont even recognize the card when i put the card in its reader after a couple hours of looking for a way to fix it i have only found that this is very common for this specific cardedit i was very happy with sandisk after calling them they did say there are compatibility issues with class cards and some of the android phones and verified my phone is one of them they offered free replacement with a card that would be certain not to have the same issue mine just had and also to attempt recovery of my items from the card these are the reasons we buy sandisk in the first place they did recommend a class or lower card to me for this phonei am leaving this as a star because people should be aware of compatibility issues this severend edit as of march this replacement card that wasnt going to be susceptible to the same type of failure is losing apps etc i am giving this card up it has taken my phone and turned it into a device i cannot count on,"{'neg': 0.059, 'neu': 0.867, 'pos': 0.073, 'compound': 0.5719}",positive
1,atto speed rating mbsec write and mbsec readthat barely makes it class not class as advertisedthis is second time i have to return a slow card i hope negative reviews will help bring attention to the widespread problem,"{'neg': 0.149, 'neu': 0.721, 'pos': 0.13, 'compound': -0.2023}",neutral
1,if this was any more worthless it would have a retched stench this card has completely turned me away from ever trusting another sandisk product again i would only use this in the future to keep corrupt misinformation to frustrate anyone attempting to acquire any of my datai have reformatted it times in full using various allocation sizes and operating systems it only functions under windows it randomly works in my mobile devices now im left to decide if i want to bother researching this to better understand the problem in the future or simply purchase another card from a more reliable manufacturer hello kingston,"{'neg': 0.146, 'neu': 0.795, 'pos': 0.06, 'compound': -0.8748}",negative
1,if you have a contour camera you want to use this with it will not format dont even bothernow i have room for about photos not what i wanted,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.0772}",neutral
1,memory card failed mysteriously overnight not sure why but phone works fine with a different cardhere four more words,"{'neg': 0.174, 'neu': 0.72, 'pos': 0.106, 'compound': -0.1106}",neutral
1,i got a card and it wouldnt let me copy files to it it would a not recognize on any of the three computers or my android tab at home and b unmount itself in the middle of file copies these two things happened randomly i got a replacement but it suffered from the problem of letting me format it yay farther than i got with unit then crapping out mb into a file transferavoid this guy,"{'neg': 0.1, 'neu': 0.841, 'pos': 0.059, 'compound': -0.5023}",negative
1,could not figure out why this card crashed multiple times in my samsung galaxy siii and demanded a reformatting then after hrs of calls to sprint samsung i got a guy who reads factory stuffsamsung galaxy siii is a class class supported motherboard with qualcomm processor the sprint stores only sell class memory and there is a reason that camera memoryclass is not sold there the board just like in a pc has to support the data stream it does notif you have an android phone you better make sure the motherboard supports it even samsungs usa website does not tell you the board supported memory they wont and dont tell who the board manufacturer is in this galaxy siii phone i asked at the texas samsung advanced tech support center after hr on hold and they had no specs to even share they dont get itpass if you have a cell phone unless you get it in writing from the motherboard manufacturer of your phone i went through this same stuff building custom pcs with intel motherboards memory has to be built to run on this board at this speed with this processor or it will not work properly and will crash and lose data,"{'neg': 0.044, 'neu': 0.844, 'pos': 0.112, 'compound': 0.9169}",positive
1,i purchased this card the gb version to use in a samsung galaxy s phone it worked perfectly for almost three months at which point it just stopped mounting the phone detects a card but is incapable of formatting it its even worse on my computer which does not even detect the card anymore and yes im using an sdxccompatible usb readeri contacted sandisk for an rma and they will probably replace it although the replacement process is needlessly slow and painfuli had bought this card based on the glowing reviews but im going to stay away from sandisk products from now on,"{'neg': 0.082, 'neu': 0.861, 'pos': 0.056, 'compound': -0.431}",neutral
1,i hate it it worked fine for months and the after those months it started with problems first every once and a while was not recognized by my device and now months after i have to pull it out and then place it again in every hourit might have been just my microsd problem but i wont purchase one of this ever again,"{'neg': 0.097, 'neu': 0.881, 'pos': 0.022, 'compound': -0.5647}",negative
1,dont even waste your time buying this memory card gb is written on it but its actually even less than gb thats in iti have never experienced such deceptioni had tried loading my pics and music and other data on it from day one but no matter what i did i wont take more than gb of data i didnt realise till i read other stories of similar memory cards that will state gb but would contain a smaller memory capacity often times even less than gbi bought this card for what a big wastenow i am so scared of buying memory cards on amazon or online elsewherei wouldnt dear it againit was in a sealed sanddisk packet so i was thinking it must be originalalasit was a big wastei have lost confidence in buying memory card on amazon,"{'neg': 0.094, 'neu': 0.828, 'pos': 0.078, 'compound': -0.6453}",negative
