Rating,Review,Score,Sentiment
1,cumbersome complicated and not kid friendly went with apple suggesting you do too,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.3875}",neutral
1,bought this mostly as a backupand to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or dayssturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,"{'neg': 0.028, 'neu': 0.949, 'pos': 0.023, 'compound': 0.0772}",neutral
1,i bought this product months back it is very slow i cant open any app in seconds os is different than others so we cant get normal apps easily only one thing i can say is slow slow slow performance i dont know how to replace it need some help from best buy peoplei dont know whether i got defective piece or this is the actual performance,"{'neg': 0.041, 'neu': 0.826, 'pos': 0.132, 'compound': 0.7506}",positive
1,the last models of kindle hdx have been terrible we have purchased of each model of kindle and up until the last models they have been great last years had to be replaced or times and for the same problem the slot for the sd card is defective i gave up and bought the newest model it shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason its going back after the first of the year this is going to be my last year for kindles unless they make them the same quality as before phooey,"{'neg': 0.094, 'neu': 0.871, 'pos': 0.035, 'compound': -0.7003}",negative
1,so slow returning mine for something different any suggestions,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,the touch and loading the content is very bad it doesnt respond quickly and it very slow,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.5849}",negative
1,difficult to purchase no stock in stores no order online or ship to store available when it did become available it did not work once it turned on i couldnt get any further i could not log onto wifi network though other items in my household work also the product wouldnt move past setting up the clock tried days gave up and returned the item,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.7096}",negative
1,it takes forever to download apps im returning it will be getting something else,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,purchased for my father in law this was the most frustrating experience not user friendly not friendly at all stick with a name brand tablet apple samsung etc avoid this device at all costs,"{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.8641}",negative
1,did not power upat all i am so happy that my grandniece wasnt here and doesnt know about this yet she would have been crying,"{'neg': 0.104, 'neu': 0.737, 'pos': 0.159, 'compound': 0.3902}",neutral
1,i bought of the amazon fire tablets because the sales guy said that they were great and ran really fast i have very fast internet and this thing just barely chugs along if you play a game it constantly stalls and freezes the sound quality when i play music is terrible i was planning on buying one for each of my nieces and nephews if they ran well but now i know that wouldnt work for them because they are horrible,"{'neg': 0.113, 'neu': 0.782, 'pos': 0.105, 'compound': -0.4019}",neutral
1,i do not like this tablet one bit it has to be registered with amazon for it to function and it failed every time i finally had to resort to calling amazons customer service also not an easy task to get it registered there seems to be glitch in the programming because when it failed again i had to follow the same steps all over again to get it registered i would highly recommend skipping this tablet and getting one that is not tied to any one companys operations programming or software,"{'neg': 0.125, 'neu': 0.829, 'pos': 0.046, 'compound': -0.7733}",negative
1,bought this mostly as a backupand to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or dayssturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,"{'neg': 0.028, 'neu': 0.949, 'pos': 0.023, 'compound': 0.0772}",neutral
1,too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,"{'neg': 0.105, 'neu': 0.794, 'pos': 0.101, 'compound': -0.0258}",neutral
1,the protector was not made for the fire as it was to large and had no directions that were coherent worse purchase from best buy ever,"{'neg': 0.227, 'neu': 0.649, 'pos': 0.124, 'compound': -0.3612}",neutral
1,worst product ever constantly screwing up and filled with ads you have to pay to remove best buy refused to help when i wanted to return it,"{'neg': 0.263, 'neu': 0.548, 'pos': 0.189, 'compound': -0.1779}",neutral
1,the reviews on this on amazon seemed awesome little did i know that there is a chronic problem with the port on these tablets we just bought this for christmas and went to charge it for the first time nothing we already loaded and paid for several apps and now were out that money also the charging cord that came with it appears it has been used before theres some wear at the edge of it so i went online to see if i could find this issue and there it is everywhere this is a problem that has been around for years but android who is the ultimate culprit has failed to fix it at the source when you plug in the charger theres no click so you know its in place it just slides in and out weve had apple products for several years and never had an issue then the first droid product we purchase cant even be charged from the beginning this will be going back to bestbuy and will buy another ipad mini costs more but is much much more reliable,"{'neg': 0.057, 'neu': 0.912, 'pos': 0.03, 'compound': -0.7321}",negative
1,this is just a regular fire tablet that has protective case,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",neutral
1,i bought this because i have ebooks in college not only could i not get my ebook i called the school it department they could not either my semester was already started the sales representative at the store told me this is what i needed i ended up buying a tablet from my phone carrier and my ebooks were right there in less than minutes with the schools it department help,"{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.4019}",neutral
1,my first tablet was a kindle i was curious about the updated version very disappointed,"{'neg': 0.203, 'neu': 0.659, 'pos': 0.138, 'compound': -0.2716}",neutral
1,i didont care for this tablet downloading apps outside of amazon was really confusing,"{'neg': 0.128, 'neu': 0.585, 'pos': 0.287, 'compound': 0.4033}",neutral
1,i i thought the buy for my child bc the kids mode but it was very poor,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.6798}",negative
1,the speaker voice quality is terrible compare the similar size my logitech ue boomthe price is too high even i got on promotion with,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}",neutral
1,hard to use and does not support guam online instructions not clear,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5916}",negative
1,has a very good bluetooth speakers sound quality is good but otherwise shes pretty useless when it comes to get answering questions,"{'neg': 0.127, 'neu': 0.582, 'pos': 0.291, 'compound': 0.5849}",positive
1,this is not an upgrade by any means my three year old kindle outperformed oasisbattery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with unsnaps constantly amazon customer services promises it will resolved in an update,"{'neg': 0.093, 'neu': 0.758, 'pos': 0.15, 'compound': 0.34}",neutral
1,i am reading positive reviews and wish i could say the same best buy is great so this is not a reflection on them just our experience with the product we have had this product for just over one month and i have had to contact amazon support perform factory resets to get content to show up and the device is poorly designed as the sd card pops out constantly which messes with drm and does you no good if this happens when you are not connected to the internet to fix it we are returning and spending the extra money for an ipad will not purchase another kindle device unfortunately just based on this experience if you just use the device for reading maybe this is for you but trying to download information to sd card and actually being able to access it has been beyond frustrating as well as having to do factory resets so content owned already purchased on amazon would show up on the device in the library,"{'neg': 0.039, 'neu': 0.856, 'pos': 0.105, 'compound': 0.8402}",positive
1,my kindle voyage is nearly months old and worked perfectly i kept receiving emails from amazon about the software update i switched off airplane mode switched on wifi and shortly after the screen locked up i have tried everything with customer support and they now tell me i will have to buy a new one i am very annoyed if i had left the software as it was my kindle voyage would still be working,"{'neg': 0.038, 'neu': 0.848, 'pos': 0.114, 'compound': 0.6915}",positive
1,this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also dont like that amazon wants access to too much info to set up email so i wont use this for emails either i will likely sell it on craigs list for less than half of what i paid for it,"{'neg': 0.059, 'neu': 0.854, 'pos': 0.087, 'compound': 0.2108}",neutral
1,i bought this tablet for my year old daughter too many advertisements i would rather pay more and not have a single ad,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1027}",neutral
1,horriblejust like the other i have owned only due to warranties,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",neutral
1,was cheap can not run chrome stuff returned to store,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,prior to using the device i decided to recharge it to and was shocked to find out that it takes hours unless you have a lot of time dont buy this device,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.3182}",neutral
1,i brought this tablet during the black friday sale fast forward to christmas when my year opens it he was happy i set it up for him two days later it crashed never came back on blank screen he was disappointed and so was i,"{'neg': 0.066, 'neu': 0.855, 'pos': 0.079, 'compound': 0.1531}",neutral
1,too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,"{'neg': 0.105, 'neu': 0.794, 'pos': 0.101, 'compound': -0.0258}",neutral
1,too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,"{'neg': 0.105, 'neu': 0.794, 'pos': 0.101, 'compound': -0.0258}",neutral
1,my first tablet was a kindle i was curious about the updated version very disappointed,"{'neg': 0.203, 'neu': 0.659, 'pos': 0.138, 'compound': -0.2716}",neutral
1,too bad amazon turned this tablet into a big advertising tool many apps dont work and the camera is not good,"{'neg': 0.24, 'neu': 0.691, 'pos': 0.069, 'compound': -0.6377}",negative
1,this is not like other android tablets in a bad way,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.6818}",negative
1,i do not like this tablet one bit it has to be registered with amazon for it to function and it failed every time i finally had to resort to calling amazons customer service also not an easy task to get it registered there seems to be glitch in the programming because when it failed again i had to follow the same steps all over again to get it registered i would highly recommend skipping this tablet and getting one that is not tied to any one companys operations programming or software,"{'neg': 0.125, 'neu': 0.829, 'pos': 0.046, 'compound': -0.7733}",negative
1,difficult to purchase no stock in stores no order online or ship to store available when it did become available it did not work once it turned on i couldnt get any further i could not log onto wifi network though other items in my household work also the product wouldnt move past setting up the clock tried days gave up and returned the item,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.7096}",negative
1,purchased for my father in law this was the most frustrating experience not user friendly not friendly at all stick with a name brand tablet apple samsung etc avoid this device at all costs,"{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.8641}",negative
1,i dont recommend buying this after month of buying this it wont charge or turn on,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.2755}",neutral
1,gave it to my granddaughter and she loves iti want to buy one for myself,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",positive
1,i bought a kindle fire gb for my year old son in june after months the charging port came loose and the device will not charge best buy is aware of the issue and will do nothing about it amazon will not warranty their product for more than days and they said the charging ports often break if children are using them they have no options to fix the device and only offer a small discount if i buy a new one amazon does not stand behind this product they are aware of the defect and continue to sell these,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.9136}",negative
1,this is not like other android tablets in a bad way,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.6818}",negative
1,my first tablet was a kindle i was curious about the updated version very disappointed,"{'neg': 0.203, 'neu': 0.659, 'pos': 0.138, 'compound': -0.2716}",neutral
1,bought this mostly as a backupand to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or dayssturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,"{'neg': 0.028, 'neu': 0.949, 'pos': 0.023, 'compound': 0.0772}",neutral
1,the last models of kindle hdx have been terrible we have purchased of each model of kindle and up until the last models they have been great last years had to be replaced or times and for the same problem the slot for the sd card is defective i gave up and bought the newest model it shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason its going back after the first of the year this is going to be my last year for kindles unless they make them the same quality as before phooey,"{'neg': 0.094, 'neu': 0.871, 'pos': 0.035, 'compound': -0.7003}",negative
1,this is not an upgrade by any means my three year old kindle outperformed oasisbattery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with unsnaps constantly amazon customer services promises it will resolved in an update,"{'neg': 0.093, 'neu': 0.758, 'pos': 0.15, 'compound': 0.34}",neutral
1,bought this mostly as a backupand to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or dayssturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,"{'neg': 0.028, 'neu': 0.949, 'pos': 0.023, 'compound': 0.0772}",neutral
1,the last models of kindle hdx have been terrible we have purchased of each model of kindle and up until the last models they have been great last years had to be replaced or times and for the same problem the slot for the sd card is defective i gave up and bought the newest model it shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason its going back after the first of the year this is going to be my last year for kindles unless they make them the same quality as before phooey,"{'neg': 0.094, 'neu': 0.871, 'pos': 0.035, 'compound': -0.7003}",negative
1,very cheap and was not impressed at all never again,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.3724}",neutral
2,it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,the screen is too dark and cannot adjust the brightness,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.2924}",neutral
2,i have to say it was a little confusing and frustrating when i was not getting the verification code from amazon i waited for minutes then i requested another code nothing then a nother one and still nothing i started to set up the device at am and by am i was fed up with it i had to step away after about hours we went shopping and at the mall i recieved about codes from amazon,"{'neg': 0.06, 'neu': 0.892, 'pos': 0.048, 'compound': -0.2128}",neutral
2,it was a bit more involved getting set up but thereafter the function is simply talking to alexia the plug adapter to turn on and off lights tv is useful and certainly worth having,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8519}",positive
2,i bought these as a gift for my adult kids to video chat while in college the second best feature was youtube amazon just sell google home and chromcast for goodness sakes,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8957}",positive
2,not a very responsive program very limited information program not user friendly,"{'neg': 0.472, 'neu': 0.528, 'pos': 0.0, 'compound': -0.7309}",negative
2,needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,"{'neg': 0.065, 'neu': 0.879, 'pos': 0.055, 'compound': -0.0772}",neutral
2,not sure will be keeping this worried about hacks that allow active mic,"{'neg': 0.247, 'neu': 0.498, 'pos': 0.255, 'compound': 0.0356}",neutral
2,not a very responsive program very limited information program not user friendly,"{'neg': 0.472, 'neu': 0.528, 'pos': 0.0, 'compound': -0.7309}",negative
2,needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,"{'neg': 0.065, 'neu': 0.879, 'pos': 0.055, 'compound': -0.0772}",neutral
2,i have to say it was a little confusing and frustrating when i was not getting the verification code from amazon i waited for minutes then i requested another code nothing then a nother one and still nothing i started to set up the device at am and by am i was fed up with it i had to step away after about hours we went shopping and at the mall i recieved about codes from amazon,"{'neg': 0.06, 'neu': 0.892, 'pos': 0.048, 'compound': -0.2128}",neutral
2,waste of money ask alexa a question and you are lucky if you get an answer instead of im not sure,"{'neg': 0.194, 'neu': 0.692, 'pos': 0.114, 'compound': -0.2411}",neutral
2,this does not give great answers and the connection is not that great exchanging for a google home,"{'neg': 0.305, 'neu': 0.695, 'pos': 0.0, 'compound': -0.7641}",negative
2,we returned it could not give answers to our questions even though the answers were easily found on google,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}",neutral
2,i really like the echo plus and the hue light bulb does work on the echo plus but i had to buy a bridge from phillips in order to schedule on off schedule times for the light i thought the echo plus was like a bridge but i guess it isnt,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.6794}",positive
2,she could perform some tasks but most things she didnt know so agrivating,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,too difficult to setup not compatible with other equipment,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",neutral
2,hub is almost useless ended up using spare philips hub the hub built in would only discover out of bulbs days of trying hue bridge out of first try,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.3626}",neutral
2,cant really give a full review since the kindle fire seemed to work properly however the security webroot anywhere that was included was impossible to install i tried calling geek squad times for support and was disconnected every time i finally went to store for instructions which they printed off but still would not download ive ended up buying an ipad which is fantastic and would not buy again from bestbuy,"{'neg': 0.042, 'neu': 0.845, 'pos': 0.113, 'compound': 0.7469}",positive
2,i didnt find it useful for my yr old daugter so i returned it the other dayall the games in it r so kiddy games,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.3412}",neutral
2,my year old dropped this from a standing position about a foot off the ground and it busted i had to use the bb warranty to replace it the day after purchase for a fall that the tablet shouldve been able to handle that is designed for kids im happy with the apps but definitely not thrilled with the lack of protection that is designed for kids,"{'neg': 0.085, 'neu': 0.831, 'pos': 0.083, 'compound': -0.041}",neutral
2,not sure why but it kept freezing and ended up having to return it very disappointing,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.7796}",negative
2,the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesnt stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,"{'neg': 0.141, 'neu': 0.832, 'pos': 0.028, 'compound': -0.7717}",negative
2,i am disappointed that this is not more toddler friendly it is a kindle inside a kid proof case you have to set up child locks etc my biggest complaint is most of the games that are available you have to be connected to the internet i wanted something to take to church in the car etc,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.7983}",negative
2,it was too slow he didnt put any attention to it battery didnt last,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,after owning the kids samsung this seems confusing to navigate also they have returned to using the samaumg,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}",neutral
2,it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,i bought this kindle for my year old granddaughter i bought a warranty for it i bought it in august i have already had to replace it the charger connection got loose and was not charging well it has happened again i will need to exchange it again the problem is that i have to buy the warranty each time i was going to buy one for her brothers and sister but i am now rethinking that,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.4417}",neutral
2,hii ordered this for my daughter who has an extensive liking of tablets she didnt like it because of lack of google play services and she didnt have the patience to work with it i knew that the os is only amazon specific but despite the apps that can be downloaded she was disappointed i returned itif you are an avid amazon person the tablet works great if you want a google tablet this isnt for you i would recommend these for people that want a good decent tablet that they can read and use amazon apps on,"{'neg': 0.065, 'neu': 0.694, 'pos': 0.241, 'compound': 0.9524}",positive
2,its a good device for children because they dont know any better,"{'neg': 0.168, 'neu': 0.629, 'pos': 0.203, 'compound': 0.1265}",neutral
2,i bought this tablet for my son and i dont like it the touch screen is very poor quality its hard to move things around on it when he is playing a game he prefers my ipad than to use his own i know the ipad quality is probably the best quality but its way under that very frustrating will be returning it,"{'neg': 0.14, 'neu': 0.8, 'pos': 0.06, 'compound': -0.6418}",negative
2,super slow not of decent qualityi would not buy another memory on it is lacking for gig i will not recommend it to anyone,"{'neg': 0.078, 'neu': 0.777, 'pos': 0.144, 'compound': 0.4195}",neutral
2,so i bought my little guys these tablets so that i could repossess my ipad love the free time app but who couldve imagined they wouldnt play netflix so now im out the money for the tablet and still dont have my ipad back and yes i called amazon numerous times they work after the fix but the next time they go to use them they dont work again the fix takes several minutes as its force stopping the app clearing cache then doing a hard restart then you have to wait to restart netflix oh and sometimes you have to do it numerous times before it works if it works at all,"{'neg': 0.051, 'neu': 0.861, 'pos': 0.087, 'compound': 0.6481}",positive
2,i cant update facebook and a few other apps its not what i expected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,st kindle screen failed had to reboot often customer service couldnt fix replaced nd one screen reboots often customer service offered replace just want one that works cant get upgrade replacement,"{'neg': 0.098, 'neu': 0.863, 'pos': 0.039, 'compound': -0.4588}",neutral
2,not too satisfied with the sound and it loses bluetooth connection no matter what phone i use either iphone or android,"{'neg': 0.285, 'neu': 0.669, 'pos': 0.046, 'compound': -0.6939}",negative
2,just okay product was for my girlfriend doesnt appear she uses it much except to steam music most of the questions i ask it i get nothing i like siri better,"{'neg': 0.144, 'neu': 0.796, 'pos': 0.06, 'compound': -0.3851}",neutral
2,the tap is a great concept i love my echo so a portable one was that much better however the sound is pretty terrible no bass and can be scratchy it was a good concept just poor execution,"{'neg': 0.162, 'neu': 0.503, 'pos': 0.335, 'compound': 0.872}",positive
2,this is fun but would not buy again not very informative keeps say i do not understand your question,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2846}",neutral
2,for the price you should be able to use as a speaker when talking on the phone i had to use my daughters beats pill for this function therefore its not worth all the hype,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.1695}",neutral
2,im thinking this must of been a fluke it never worked had to return item but received full refund,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,i habe the echo and i bought this one fort my sons room but its not as user friendly i wish i wouldve just bought the other one,"{'neg': 0.119, 'neu': 0.759, 'pos': 0.122, 'compound': 0.0279}",neutral
2,fire tablet is very powerful for the size and does everything,"{'neg': 0.166, 'neu': 0.621, 'pos': 0.213, 'compound': 0.1761}",neutral
2,i think i downloaded new apps i wait to surf the web this thing is so slow to respond my old refurbished ipad is better i really only bought it to stream hulu and netflix im not excited about lighting up the home screen to find advertisements every day but i guess you get what you pay for i wanted inexpensive i got it dont buy this if you are used to using quick responding electronics,"{'neg': 0.044, 'neu': 0.929, 'pos': 0.027, 'compound': -0.0433}",neutral
2,nice size very clear but randomly shuts off cant remove unwanted apps from the home screen if you watch videoit buffers alot and laggs,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.5921}",positive
2,i loved this tablet i did but i did not love that i was being sold ads every time i powered up i loathe even more that i would have had to pay to discontinue that feature amazon if you want dollars for the kindle fire charge it but dont under price the device and then flash ads at the the consumer at every opportunity it is unbecoming of you i returned this item pronto,"{'neg': 0.165, 'neu': 0.718, 'pos': 0.117, 'compound': -0.7097}",negative
2,this tablet could be so much better if the apps actually worked decently the built in amazon pieces for prime members is great and work flawlessly but its not enough to overcome the terrible app behavior and countless freezes they need to take a lesson or two from apple,"{'neg': 0.097, 'neu': 0.768, 'pos': 0.135, 'compound': 0.023}",neutral
2,not a good product short battery life i can only use for minutes,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.3412}",neutral
2,i cant update facebook and a few other apps its not what i expected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,hard to use lots of ads and randomly closes apps,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",neutral
2,loved my husbands th generation disappointed in my th generation th generation has speakers and sound is much louder than the current th generation i purchased this expecting the same quality in sound or better since i use the kindle to watch my tv shows,"{'neg': 0.062, 'neu': 0.802, 'pos': 0.136, 'compound': 0.5719}",positive
2,loved my husbands th generation disappointed in my th generation th generation has speakers and sound is much louder than the current th generation i purchased this expecting the same quality in sound or better since i use the kindle to watch my tv shows,"{'neg': 0.062, 'neu': 0.802, 'pos': 0.136, 'compound': 0.5719}",positive
2,the battery is having more and more trouble holding a charge i bought the fire in july and am now having to charge it every day in order to use it i am not impressed and would not repurchase it,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.8026}",negative
2,hard to use lots of ads and randomly closes apps,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",neutral
3,i thought it would be as big as small paper but turn out to be just like my palm i think it is too small to read on it not very comfortable as regular kindle would definitely recommend a paperwhite instead,"{'neg': 0.081, 'neu': 0.709, 'pos': 0.21, 'compound': 0.7329}",positive
3,it does its job but i would buy one which the screen is brighter there are times that its difficult to read because screen is not too bright,"{'neg': 0.188, 'neu': 0.711, 'pos': 0.101, 'compound': -0.4514}",neutral
3,the kindle is good to download apps for books catch up with reading,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",neutral
