Rating,Review,Score,Sentiment
1,first time customer of pny really disappointed with the quality of this although this is the only sticks of ram ive gotten from them thus far ram came in faulty and i only realised it after a few days of using it with constant crashes and computer freezing randomly when using this ram hopefully customer service can help me out and offer a refund because i need a working computer and cant wait for weeks for the rmareview will be updated if problem is corrected,"{'neg': 0.11, 'neu': 0.83, 'pos': 0.061, 'compound': -0.5256}",negative
1,i purchased this ram to add to my new dell computer the packaging is very misleading saying that it is mhz compatible with both and ddr my dell runs at installed the new ram and the computer became unstable very quickly was with tech support for a day checked everything reinstalled the operating system everything nearly reboxed the computer when i decided to pull the ram to see what speed it was actually running at dell ran at pulled it and installed this in the same slots it ran at once i pulled this and reinstalled the oem never had another problem including after purchasing additional dell ram,"{'neg': 0.05, 'neu': 0.905, 'pos': 0.045, 'compound': -0.1368}",neutral
1,purchased this in hopes that someone could set it up for me to record and watch ncaa football games overseas when i travel i did so despite reservations that sling no longer provides support updates etc three competent people worked with me on it a guy who installs cable for a major cable company an it prof for a large office and a guy who works does audiovisual for a production studio we couldnt get it to work the slingbox could not recognize a cable box from time warner and multiple calls to slings support did not solve the problemi used to use sling for several years and even used the hopper by dish with good success looks like they have fallen off in their support with all the competition it is a shame because it is a great item for expats and people who travel internationally frequently probably just to small a market share,"{'neg': 0.056, 'neu': 0.774, 'pos': 0.17, 'compound': 0.9596}",positive
1,i have m and m from different locations and sling box could only receive a handful of stations i thought this would be a cord cutter but it just didnt work as i thought it would even when i tried it in my house it would connect then disconnect i have appple tv and other devices that i have absolutely no problems with none i have spectrum and coverage in my home is excellent no problemsthis may work for others but it was completely useless for my needs i returned it,"{'neg': 0.156, 'neu': 0.79, 'pos': 0.054, 'compound': -0.8603}",negative
1,this device was no good it is for direct tv and not over the air ready,"{'neg': 0.107, 'neu': 0.631, 'pos': 0.262, 'compound': 0.4939}",neutral
1,i bought a previous sling product because best buy said it supported macwindows like this one says used it for a while with my laptop on tripsworked fineuntil sling decided they would no longer support vista there was no warning about this when i paid for it now i have a ridiculously expensive paper weight unless i buy a whole new laptop that i dont need i expect windows support will be next to go away i wouldnt even be concerned if i simply couldnt call in for supportnoit just doesnt work at allcheck the internet including their own site for all kinds of disgruntled customers in the same boat unless you plan on throwing away money by continuously updating equipment and operating systems that you dont need plan on this being obsolete as soon as microsoft comes out with another operating system or two and that is only if you have windows now if you have windows or it will useless be sooner no more sling products for me very poor recognition of customer needs,"{'neg': 0.107, 'neu': 0.815, 'pos': 0.078, 'compound': -0.5256}",negative
1,probably one of the worst products ive ever purchased extremely inconsistent with wifi it rarely works and when it does streaming is variable and disconnections are frequent ive tried different isps and routers all to no avail customer service is nonexistent i would definitely suggest not purchasing a slingbox product unless you are prepared to ethernet it directly,"{'neg': 0.1, 'neu': 0.827, 'pos': 0.073, 'compound': -0.4019}",neutral
1,this box works ok but any positive experience to be had with this item are ruined by having to watch ads imho paying a premium for the hardware and having to watch ads is inexcusable,"{'neg': 0.1, 'neu': 0.744, 'pos': 0.156, 'compound': 0.3291}",neutral
1,greater than i had cope tendi am really enjoying this producy,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.7346}",positive
1,best buy dont stand behind there problems the unit was broke out of my box days of fooling around with productthey wanted nothing to do with my msling box also sling box has very tough rulesbuyers be where,"{'neg': 0.212, 'neu': 0.699, 'pos': 0.089, 'compound': -0.5849}",negative
1,after a few months my slingbox stopped recognizing my chromecast v the cast icon stopped showing in the slingplayer app for android even though it shows and works fine in every other app i have that casts i opened a ticket in may and was told that it was escalated i was never contacted though i was eventually told that the ticket was closed and that they tried to reach me but couldnt this is impossible since i am on call of course there is no resolution available based on that ticket a new ticket was opened and almost a month later there is still no information all i get is a runaround including repeatedly telling me that i emailed them that the problem was resolved because i emailed that a different problem with a different ticket was resolved,"{'neg': 0.115, 'neu': 0.836, 'pos': 0.048, 'compound': -0.8765}",negative
1,i wanted to be able to sling my dtv signal to a roku tv using a new samsung tablet as remote control over my home wifi network before i bought these components i spoke with sling support twice to assure it was a viable i was told they recommended the use of a tablet as a phones display was too small to serve as a remote control it has been months and the integration of these products does not yet work the necessary cast icon never appears on the tablet to initiate the sling of the video i have been escalated to level support three weeks ago and there has never been a response then i read in their support forum that the issue has been around for months before i bought the equipment no resolution in sight today i was told by sling level support that it also does not work with the google chromcast as is advertised sling acknowledges that this is a widespread issue and not native to my setup network or equipment buyer beware,"{'neg': 0.013, 'neu': 0.9, 'pos': 0.087, 'compound': 0.8957}",positive
1,i dont suppose best buy employees are knowledgeable about every product but i received no warning about compatibility issues i have directv and getting slingbox m up and running has been a huge headache no luck yet despite conversations with both slingbox and directv some kind of disclaimer from best buy would have been nice,"{'neg': 0.227, 'neu': 0.617, 'pos': 0.156, 'compound': -0.584}",negative
1,this product did not do what we needed when calling in they told me that in order to do what we needed we would have to buy the version instead of the version,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,i bought this to replace my old year old slingbox this product is inferior when watching via mobile the signal will give out and go black after several minutes and not come back unless i close and restart the program when watching at home using a laptop on the same network the signal wont disappear completely it will just go to a black screen every several minutes but then continue streaming after a few seconds super annoying and i didnt have any of these issues with the old slingbox plus there are ads on this slingbox so i have to watch the ads again every time i restart because their signal is so poor,"{'neg': 0.092, 'neu': 0.852, 'pos': 0.056, 'compound': -0.6374}",negative
1,i thought this was sling tv this just lets you get your cable at a remote location,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,when i was looking at this item a best buy rep assured me that it would not require the tv it was hooked up on to be on the same channel as the remote operator in other words if i was accessing it remotely and i wanted to watch a football game then my wife at home would be able to watch something different i purchased it set it up and it was the exact opposite of what the best buy rep said the tvcable box that it is hooked to will only display what is being called for by the remote user i subsequently returned the product i would recommend doing your own research and not relying on the experience of the best buy reps in addition when the store manager in danbury ct read my account of what happened he sent me an email asking for further info i replied with the info his solution was just to say sorry not acceptable for someone that had to travel an hour to the store an hour home an hour setting up the product an hour traveling back to the store to return it and then an hour home as an elite plus member i would have expected at least some type of discount coupon for my next purchase i will not be shopping at best buy going forward and would recommend that you buy this and other electronic items elsewhere,"{'neg': 0.013, 'neu': 0.88, 'pos': 0.106, 'compound': 0.9759}",positive
1,horrible product never got it to work absolute garbage no customer service support,"{'neg': 0.31, 'neu': 0.543, 'pos': 0.147, 'compound': -0.4588}",neutral
1,worst piece of high tech gadgetry did not work no hdmi interface i have mbs connection and my network uses latest technology interface and yet constant pixelation and dropped connections dont bother with this virtually no tech support either simply saidits terrible id give it zero stars but the review module doesnt give me that option,"{'neg': 0.077, 'neu': 0.819, 'pos': 0.105, 'compound': -0.0885}",neutral
1,unboxed it and got it connected to wifi pretty easily using wps tried installing the software on one computer but it froze up after installing and running tried installing on another computer and got a little further it did see the slingbox on the network i got about halfway into configuring it but it hung up at the point where it was trying to configure the remote uninstalled the software did a hard reset on the slingbox reconnected it to the wifi tried again and it hung up in the same spot tried installing the sligbox app on my android tablet thinking that might get further alas you cant configure the slingbox that way you can only use it once its already configured at that point id spent an hour of my life on this silly thing so i gave up and returned it,"{'neg': 0.029, 'neu': 0.936, 'pos': 0.035, 'compound': -0.0676}",neutral
1,audio jack is broke tweeter is sunken into the box scratches on case item not as described,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}",neutral
1,the device will not connect using bluetooth i have tried two galaxy ss an iphone and my laptop followed the instructions online since the included instructions are worthless at best the device only shows up for a couple seconds to pair and always fails but it takes several tries to get it to show up as a option tried using nfc to pair and it fails every time as well worked over wifi without problems but the bluetooth seems dead will be returning,"{'neg': 0.188, 'neu': 0.73, 'pos': 0.082, 'compound': -0.9084}",negative
1,am taking it back today within a month volume began to diminish and now it will not turn on a sales person recommended it and i listened to it in the store thinking it was goodwithin weeks it has turned into junk,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2023}",neutral
1,i got these speakers for surround speakers they had to be recharged every two days and had very weak sound out of them sony needs to come up with a blue tooth speaker that plugs into the wall and give out better sound,"{'neg': 0.071, 'neu': 0.865, 'pos': 0.064, 'compound': -0.0754}",neutral
1,i bought this for an external laptop speaker it was worse than the speakers in the laptop,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",neutral
1,was duped visiting the store by a sony rep who convinced me its the best sound for the price gullibly and without doing due diligence i bought it to use with my alexa the speaker does not stay powered on even if plugged in to a power source so any time you want to use it after period of dormancy you have to physically push the power button second issue bought a peleton bike so figure ill use this speaker for that instead i got a bose to use with alexa the sony drops its bluetooth connection constantly very irritating i went to support did factory reset nothing my bad again passing the return deadline so im stuck with this lemon in the time being i bought a bose soundlink works like a charm my harmon kardon also works beautifully i love sony products but not this one,"{'neg': 0.052, 'neu': 0.829, 'pos': 0.12, 'compound': 0.802}",positive
1,bought at best buy device will not connect using bluetooth i have tried two galaxy ss an iphone and my laptop followed the instructions online since the included instructions are worthless at best the device only shows up for a couple seconds to pair and always fails but it takes several tries to get it to show up as a option tried using nfc to pair and it fails every time as well worked over wifi without problems but the bluetooth seems dead,"{'neg': 0.185, 'neu': 0.708, 'pos': 0.107, 'compound': -0.8693}",negative
1,could not program the radio as directed nor would it receive signals from noaa for any weather information returned it to the store,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,i actually returned it i couldnt get it to work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,if you can go for another brand here is whyit has a very weak bass not what sony claims at all the case of the speaker itself is of such thin plastic that makes the speaker just shake instead of sending the bass into the room or space if you want a multi room system out of these speakers it becomes very expensive much more than a dedicated system like sonos and is becomes complicated needing to buy a wifi router and trying to piece all the components together with sonys songpal i tried it and got frustrated with the app the songpal app now called music is clumsy and works sometimes and sometimes it does not to make the speakers work with wifi instead of blueatooth you must use a router that supports wifi protected mode otherwise you are stuck with bluetooth only meaning one speaker at a time not stereo or multi roomthe biggest defeater its very poor bass weak sound,"{'neg': 0.11, 'neu': 0.819, 'pos': 0.071, 'compound': -0.7783}",negative
1,my husband installed it and computer couldnt find it and when he did get to it the drive kept ejecting on him took it back and got and got a tb external hard drive so much better,"{'neg': 0.036, 'neu': 0.881, 'pos': 0.082, 'compound': 0.4173}",neutral
1,i bought this product with the understanding that it did more than my phone already did well it does not it first off the apps that are available are very limited pandora being the main one there is iheart radio and a couple others but most of us use pandora second a big screen and you can not watch any media content there is a park brake switch and safety features so why not this radio serves no other purpose than acting as a phone and half the time you cant hear the person or they cant hear you if you have the acheat on or any window down you cant talk to text or ask siri anything for the same reason i would rather have my factory system and my i spent on everything this head unit display panel offers nothing but a credit card payment or a lighter wallet save your money do something fun like a weekend at the beach,"{'neg': 0.042, 'neu': 0.856, 'pos': 0.102, 'compound': 0.9017}",positive
1,bear in mind i am writing this review after not having a black screen on my iphone all day and finally had to do a hard reboot to get it functional again carplay has glitches and most of the icons on my phone dont work on the ilx if you need to get one now i recommend the kenwood that also takes bluetooth and android phones carplay is still not where it needs to be the touchscreen does work excellent though,"{'neg': 0.017, 'neu': 0.907, 'pos': 0.076, 'compound': 0.7003}",positive
1,terrible deck for the money has no options and doesnt even have bluetooth,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.6486}",negative
1,it was ok didnt like it as much as i thought i would,"{'neg': 0.159, 'neu': 0.676, 'pos': 0.165, 'compound': 0.0232}",neutral
1,alpine is not as good as they used to be definitely needs to step up their game,"{'neg': 0.12, 'neu': 0.746, 'pos': 0.134, 'compound': 0.0757}",neutral
1,i didnt like this product thought it lacked features for how much it was,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.2755}",neutral
1,having trouble turning it in on geek squad helped but it still doesnt want to turn on the next day after being shut off over night have to make an appointment at best buy to see whats wrong,"{'neg': 0.184, 'neu': 0.694, 'pos': 0.122, 'compound': 0.0173}",neutral
1,not dells best effort the whole thing feels cheap,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.5216}",negative
1,first some background i went into the store to buy this computer a couple of weeks before and it rose in price by overnight and then another within a couple of days i decided on a different computer an ibuypower instead less that two weeks later the dell was on sale for off or less than i was originally going to pay so i packed up the other one and returned it in exchange for the dell and a savings of however when i got it home it was immediately evident that this was a slow computer despite its reasonably high specifications it also had a habit of randomly shutting down andor rebooting for no reason now im a computer engineer so i know the difference between a system reboot and a random one and this was no system rebootback it went and i got the original ibuypower which not only has an ssd which all computers of this spec should have but a better graphics card and comparative blazing speed oh and as a bonus no unnecessary bloatware,"{'neg': 0.042, 'neu': 0.898, 'pos': 0.06, 'compound': 0.7227}",positive
1,computer will restart at random times explorer edge wont reload at times and just stays blank will show connected to network but no internet connection and nothing will load must cut off and restart to get it to work again and then always gives an error code when shutting down for a restart or during the restart time to take it back and try something else i suppose,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.8402}",negative
1,it has great sound quality with very good base response comfortable to wear problem is the left ear no longer gives any sound or barely audible want to return,"{'neg': 0.124, 'neu': 0.582, 'pos': 0.294, 'compound': 0.7727}",positive
1,i read a review on amazon and i should of taken her advice stops working all the time too late to return to bb so the mfg sent a replacement and the same thing stops working now the mfg will give me a credit for a more expensive set by the same mfg thats like throwing more for a product that well still stop working and by the way bb was no help at all with this product,"{'neg': 0.094, 'neu': 0.764, 'pos': 0.143, 'compound': 0.6124}",positive
1,not for me didnt like the sound to poor and the prices is to highyou can jugg or do some weight lifting they gonna fall from your head,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6381}",negative
1,work only for days and after that i am trying to connect and it is not detectable and facing lot of issue while connecting them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1,we bought these for my son and ended up returning them the same day the volume level is extremely low when playing music it sounded tinny,"{'neg': 0.084, 'neu': 0.843, 'pos': 0.073, 'compound': -0.0847}",neutral
1,i had these for a while and used them occasionally they now no longer stay unfolded the plastic mechanism that clicks into place broke from the adjustable plastic piece that slides into the lower headphone bracket when i open the headphones i have to click the plastic mechanism into place to keep the headphones open also the jack for the headphone cord has a bad connection this jack is also used for charging i sometimes lose the sound on the right side after unplugging the cord i have to insert remove the cord repeatedly until the sound comes back when using bluetooth,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.9029}",negative
1,ive had this tv for a little over a week its going back tomorrow the screen goes dim even after you adjust the setting and now im having nosound issues there is clean picture with absolutely no sound it just goes out two days in a row great price but not worth it scared to keep it with issues like this within a week my other samsung tv in my living room has none of these issues and its about years old also the smarthub apps run really slow may pay the difference and get the k or switch out of the brand altogether very disappointing samsung,"{'neg': 0.091, 'neu': 0.816, 'pos': 0.093, 'compound': 0.0717}",neutral
1,do not purchaseand if you dodont count on any samsung support when it stops working,"{'neg': 0.092, 'neu': 0.751, 'pos': 0.156, 'compound': 0.2732}",neutral
1,i dont know if the tv was good or bad the box said it was a screen tv but when we opened the box and took out the tv it was a screen tv beware when you purchase a tv and require a certain size and when i sent it back i was charged a fee for something i did not purchase,"{'neg': 0.077, 'neu': 0.844, 'pos': 0.079, 'compound': 0.0387}",neutral
1,my friends and i jokingly call my tv the not so smart tv as this more accurately describes the product after turning the tv on expect at least a minute wait before using any of the tv applications additionally do not expect to receive any help from customer support i spent an hour and a half on the phone with samsung we reset my tv two different ways the problem persists and they have done nothing to improve my experiencemy advice buy any other tv or if youre getting this tv get a fire stick or apple tv to have a more seamless experience i wouldnt have bought this monitor for half the price,"{'neg': 0.087, 'neu': 0.841, 'pos': 0.072, 'compound': -0.2143}",neutral
